,title,rating,genre,score,star,budget,runtime,star_net_worth,movie_star_rating
33738,The Bedroom Window,R,Crime,6.4,Steve Guttenberg,8300000,112,14000000,C
33849,Blind Date,PG-13,Comedy,6,Kim Basinger,18000000,95,20000000,C
34845,Tough Guys Don't Dance,R,Comedy,4.8,Ryan O'Neal,5000000,110,15000000,C
35364,Suspect,R,Crime,6.6,Cher,14500000,121,25000000,C
35643,Critical Condition,R,Comedy,5.4,Richard Pryor,14000000,97,40000000,C
35697,Like Father Like Son,PG-13,Comedy,5.2,Dudley Moore,10500000,100,25000000,C
35756,Steel Dawn,R,Action,5.1,Patrick Swayze,3520000,100,40000000,C
36260,Slam Dance,R,Crime,5.3,Tom Hulce,4500000,92,15000000,C
37285,The Squeeze,PG-13,Action,4.7,Michael Keaton,19000000,101,40000000,C
37655,September,PG,Drama,6.5,Elaine Stritch,10000000,83,20000000,C
38936,Willow,PG,Action,7.3,Val Kilmer,35000000,126,25000000,C
38977,Crocodile Dundee II,PG,Action,5.6,Paul Hogan,14000000,108,20000000,C
38985,Heathers,R,Comedy,7.2,Winona Ryder,3000000,103,18000000,C
39559,Young Guns,R,Action,6.9,Emilio Estevez,13000000,107,18000000,C
39606,Working Girl,R,Comedy,6.8,Melanie Griffith,28000000,113,40000000,C
39654,Bloodsport,R,Action,6.8,Jean-Claude Van Damme,1100000,92,40000000,C
39670,The Last Temptation of Christ,R,Drama,7.5,Willem Dafoe,7000000,164,40000000,C
39829,Earth Girls Are Easy,PG,Comedy,5.4,Geena Davis,10000000,100,30000000,C
39874,Dead Ringers,R,Drama,7.3,Jeremy Irons,13000000,116,16000000,C
40025,A Nightmare on Elm Street 4: The Dream Master,R,Horror,5.7,Robert Englund,13000000,93,16000000,C
40085,Above the Law,R,Action,6,Steven Seagal,7500000,99,16000000,C
40135,Pumpkinhead,R,Fantasy,6.2,Lance Henriksen,3500000,86,26000000,C
40413,Vampire's Kiss,R,Comedy,6,Nicolas Cage,2000000,103,25000000,C
40500,She's Having a Baby,PG-13,Comedy,5.9,Kevin Bacon,20000000,106,45000000,C
40567,Shag,PG,Comedy,6.4,Phoebe Cates,5000000,98,35000000,C
40652,School Daze,R,Comedy,6,Laurence Fishburne,6500000,121,30000000,C
40729,The Serpent and the Rainbow,R,Fantasy,6.5,Bill Pullman,7000000,98,18000000,C
41193,Shoot to Kill,R,Action,6.8,Sidney Poitier,15000000,110,25000000,C
41285,Alien Nation,R,Action,6.3,James Caan,16000000,91,20000000,C
41507,Miracle Mile,R,Action,7,Anthony Edwards,3700000,87,40000000,C
41847,Bird,R,Biography,7.2,Forest Whitaker,9000000,161,30000000,C
42149,Little Nikita,PG,Drama,6,Sidney Poitier,15000000,98,25000000,C
42253,Red Scorpion,R,Action,5.2,Dolph Lundgren,16000000,105,18000000,C
42429,Chocolat,PG-13,Drama,7.2,Juliette Binoche,25000000,121,20000000,C
43390,Switching Channels,PG,Comedy,5.9,Kathleen Turner,18000000,105,20000000,C
43581,Everybody's All-American,R,Drama,6.2,Jessica Lange,22000000,127,15000000,C
44276,Off Limits,R,Action,6.2,Willem Dafoe,12000000,102,40000000,C
44402,Road House,R,Action,6.6,Patrick Swayze,17000000,114,40000000,C
44441,Batman,PG-13,Action,7.5,Michael Keaton,35000000,126,40000000,C
44806,"Sex, Lies, and Videotape",R,Drama,7.2,James Spader,1200000,100,20000000,C
44895,Uncle Buck,PG,Comedy,7,John Candy,15000000,100,15000000,C
45178,"See No Evil, Hear No Evil",R,Comedy,6.9,Richard Pryor,18000000,103,40000000,C
45541,The Wizard,PG,Adventure,6.1,Fred Savage,6000000,100,14000000,C
45628,Cyborg,R,Action,5.1,Jean-Claude Van Damme,500000,86,40000000,C
45968,Kickboxer,R,Action,6.5,Jean-Claude Van Damme,1500000,97,40000000,C
46054,Drugstore Cowboy,R,Crime,7.3,Matt Dillon,2500000,101,40000000,C
46064,A Nightmare on Elm Street 5: The Dream Child,R,Fantasy,5.1,Robert Englund,6000000,89,16000000,C
46155,Skin Deep,R,Comedy,6.1,John Ritter,9000000,101,20000000,C
46503,Valmont,R,Drama,7,Colin Firth,33000000,137,25000000,C
46512,Scandal,R,Drama,6.5,John Hurt,7000000,106,30000000,C
46667,Next of Kin,R,Action,5.8,Patrick Swayze,12000000,108,40000000,C
46863,Gleaming the Cube,PG-13,Action,6.3,Christian Slater,10000000,105,30000000,C
47016,Kill Me Again,R,Action,6.3,Val Kilmer,4000000,94,25000000,C
47077,Chances Are,PG,Comedy,6.5,Cybill Shepherd,16000000,108,40000000,C
47109,The Dream Team,PG-13,Comedy,6.5,Michael Keaton,15000000,113,40000000,C
47405,Blind Fury,R,Action,6.4,Rutger Hauer,10000000,86,16000000,C
47556,No Holds Barred,PG-13,Action,4.4,Hulk Hogan,8000000,93,25000000,C
47790,The Big Picture,PG-13,Comedy,6.2,Kevin Bacon,5000000,100,45000000,C
47916,Dad,PG,Comedy,6.3,Jack Lemmon,19000000,117,25000000,C
48592,The Horror Show,R,Horror,5,Lance Henriksen,3000000,95,26000000,C
48783,Sing,PG-13,Drama,6.9,Lorraine Bracco,11500000,98,24000000,C
49412,Brenda Starr,PG,Adventure,4.8,Brooke Shields,16000000,93,40000000,C
49431,How I Got Into College,PG-13,Comedy,5.8,Anthony Edwards,10000000,86,40000000,C
49670,Rude Awakening,R,Comedy,4.8,Cheech Marin,10000000,100,30000000,C
50360,Home Alone,PG,Comedy,7.6,Macaulay Culkin,18000000,103,18000000,C
50403,Ghost,PG-13,Drama,7.1,Patrick Swayze,22000000,127,40000000,C
50507,Tremors,PG-13,Comedy,7.1,Kevin Bacon,11000000,96,45000000,C
50575,Misery,R,Drama,7.8,James Caan,20000000,107,20000000,C
50886,Wild at Heart,R,Comedy,7.2,Nicolas Cage,9500000,125,25000000,C
50921,Predator 2,R,Action,6.3,Danny Glover,35000000,108,40000000,C
51076,Arachnophobia,PG-13,Comedy,6.4,Jeff Daniels,22000000,109,45000000,C
51137,Young Guns II,PG-13,Action,6.5,Emilio Estevez,20000000,104,18000000,C
51145,Miller's Crossing,R,Crime,7.7,Gabriel Byrne,14000000,115,16000000,C
51768,Mermaids,PG-13,Comedy,6.7,Cher,20000000,110,25000000,C
51903,Quigley Down Under,PG-13,Action,6.9,Tom Selleck,20000000,119,45000000,C
51936,Lionheart,R,Action,6.2,Jean-Claude Van Damme,6000000,108,40000000,C
52307,Pacific Heights,R,Thriller,6.4,Melanie Griffith,18000000,102,40000000,C
52331,Hard to Kill,R,Action,5.8,Steven Seagal,10000000,96,16000000,C
53187,Marked for Death,R,Action,6,Steven Seagal,12000000,93,16000000,C
53457,Death Warrant,R,Action,5.7,Jean-Claude Van Damme,4000000,89,40000000,C
53505,Hardware,R,Sci-Fi,6,Dylan McDermott,1500000,94,20000000,C
53691,Dark Angel,R,Action,6.1,Dolph Lundgren,7000000,91,18000000,C
53849,Tales from the Darkside: The Movie,R,Comedy,6.3,Debbie Harry,3500000,93,20000000,C
54104,Almost an Angel,PG,Comedy,5.6,Paul Hogan,25000000,95,20000000,C
54657,Fire Birds,PG-13,Action,4.8,Nicolas Cage,22000000,85,25000000,C
55114,Brain Dead,R,Horror,6,Bill Pullman,2000000,85,18000000,C
55793,The Boyfriend School,PG-13,Comedy,5.8,Steve Guttenberg,6700000,101,14000000,C
55801,Roger Corman's Frankenstein Unbound,R,Drama,5.5,John Hurt,11500000,85,30000000,C
56615,Downtown,R,Action,5.7,Anthony Edwards,10000000,96,40000000,C
56844,Sibling Rivalry,PG-13,Comedy,5.4,Kirstie Alley,16000000,87,40000000,C
57219,Point Break,R,Action,7.3,Patrick Swayze,24000000,122,40000000,C
57466,The Doors,R,Biography,7.2,Val Kilmer,38000000,140,25000000,C
57862,Fried Green Tomatoes,PG-13,Drama,7.7,Kathy Bates,11000000,130,32000000,C
58105,Drop Dead Fred,PG-13,Comedy,5.9,Phoebe Cates,6788000,103,35000000,C
58139,Barton Fink,R,Comedy,7.7,John Turturro,9000000,116,24000000,C
58213,The Naked Gun 2½: The Smell of Fear,PG-13,Comedy,6.9,Leslie Nielsen,23000000,85,20000000,C
58222,Double Impact,R,Action,5.6,Jean-Claude Van Damme,15000000,110,40000000,C
58372,Night on Earth,R,Comedy,7.7,Winona Ryder,3500000,129,18000000,C
58388,Freddy's Dead: The Final Nightmare,R,Fantasy,4.9,Robert Englund,11000000,89,16000000,C
58504,Showdown in Little Tokyo,R,Action,6.1,Dolph Lundgren,8000000,79,18000000,C
58572,Flight of the Intruder,PG-13,Action,5.8,Danny Glover,35000000,115,40000000,C
58581,Problem Child 2,PG-13,Comedy,4.9,John Ritter,15000000,90,20000000,C
59105,Out for Justice,R,Action,6.1,Steven Seagal,14000000,91,16000000,C
59617,Until the End of the World,R,Action,6.8,William Hurt,23000000,158,18000000,C
60096,Mobsters,R,Crime,6,Christian Slater,23000000,104,30000000,C
60274,Delirious,PG,Comedy,5.9,John Candy,18000000,96,15000000,C
60557,Kafka,PG-13,Drama,6.9,Jeremy Irons,11000000,98,16000000,C
60623,The Marrying Man,R,Comedy,5.8,Kim Basinger,26000000,115,20000000,C
61191,Rambling Rose,R,Drama,6.6,Laura Dern,7500000,112,20000000,C
61227,Pure Luck,PG,Comedy,5.8,Martin Short,17010000,96,40000000,C
61256,Another You,R,Comedy,5.4,Richard Pryor,17000000,98,40000000,C
61347,A Rage in Harlem,R,Comedy,5.9,Forest Whitaker,8000000,115,30000000,C
61806,A Kiss Before Dying,R,Crime,5.7,Matt Dillon,15000000,94,40000000,C
62028,One Good Cop,R,Action,5.9,Michael Keaton,4000000,114,40000000,C
63142,Reservoir Dogs,R,Crime,8.3,Harvey Keitel,1200000,99,45000000,C
63283,Dracula,R,Horror,7.4,Gary Oldman,40000000,128,40000000,C
63604,Batman Returns,PG-13,Action,7,Michael Keaton,80000000,126,40000000,C
63622,The Mighty Ducks,PG,Comedy,6.6,Emilio Estevez,10000000,104,18000000,C
63850,Under Siege,R,Action,6.5,Steven Seagal,35000000,103,16000000,C
63871,Deep Cover,R,Action,6.9,Laurence Fishburne,8000000,107,30000000,C
63943,Cool World,PG-13,Animation,4.9,Gabriel Byrne,30000000,102,16000000,C
64066,Universal Soldier,R,Action,6,Jean-Claude Van Damme,23000000,102,40000000,C
64252,Home Alone 2: Lost in New York,PG,Adventure,6.8,Macaulay Culkin,28000000,120,18000000,C
64610,Bad Lieutenant,NC-17,Crime,7.1,Harvey Keitel,1000000,96,45000000,C
64655,School Ties,PG-13,Drama,6.9,Brendan Fraser,18000000,106,20000000,C
64672,Juice,R,Action,7.1,Omar Epps,5000000,95,15000000,C
64906,Radio Flyer,PG-13,Drama,7,Lorraine Bracco,35000000,114,24000000,C
64922,Raising Cain,R,Crime,6.1,John Lithgow,12000000,92,45000000,C
64982,Split Second,R,Action,6.2,Rutger Hauer,7000000,90,16000000,C
65402,Honeymoon in Vegas,PG-13,Comedy,5.8,James Caan,25000000,96,20000000,C
65410,Thunderheart,R,Crime,6.8,Val Kilmer,15000000,119,25000000,C
65492,Stay Tuned,PG,Adventure,6.2,John Ritter,25000000,88,20000000,C
65515,Consenting Adults,R,Crime,5.7,Kevin Kline,18000000,99,35000000,C
65599,Once Upon a Crime...,PG,Comedy,5.9,John Candy,18000000,94,15000000,C
65626,Jennifer 8,R,Crime,6.3,Andy Garcia,20000000,124,20000000,C
65654,Peter's Friends,R,Comedy,7,Hugh Laurie,5000000,101,45000000,C
65662,Freejack,R,Action,5.4,Emilio Estevez,30000000,110,18000000,C
65971,Kuffs,PG-13,Action,5.9,Christian Slater,10000000,102,30000000,C
65987,Mo' Money,R,Action,5.5,Damon Wayans,10000000,89,35000000,C
66017,Trespass,R,Action,6.3,Bill Paxton,14000000,101,40000000,C
66802,Mr. Baseball,PG-13,Comedy,6,Tom Selleck,40000000,108,45000000,C
66849,Waterland,R,Drama,6.6,Jeremy Irons,10000000,95,16000000,C
66872,White Sands,R,Action,6,Willem Dafoe,22000000,101,40000000,C
66908,Light Sleeper,R,Crime,6.8,Willem Dafoe,5000000,103,40000000,C
66965,A Stranger Among Us,PG-13,Crime,5.6,Melanie Griffith,18000000,110,40000000,C
67170,Article 99,R,Comedy,6.1,Ray Liotta,18000000,100,14000000,C
67215,City of Joy,PG-13,Drama,6.5,Patrick Swayze,27000000,132,40000000,C
67333,Folks!,PG-13,Comedy,5.7,Tom Selleck,15000000,107,45000000,C
67705,Jurassic Park,PG-13,Action,8.1,Sam Neill,63000000,127,18000000,C
67742,True Romance,R,Crime,7.9,Christian Slater,13000000,119,30000000,C
68373,The Piano,R,Drama,7.6,Holly Hunter,7000000,121,14000000,C
68434,"Blood In, Blood Out",R,Crime,8,Damian Chapa,35000000,180,15000000,C
69346,Hard Target,R,Action,6.2,Jean-Claude Van Damme,18000000,97,40000000,C
69362,Cool Runnings,PG,Adventure,7,John Candy,14000000,98,15000000,C
69376,Dave,PG-13,Comedy,6.8,Kevin Kline,28000000,110,35000000,C
69704,Loaded Weapon 1,PG-13,Action,6.2,Emilio Estevez,13000000,84,18000000,C
69824,What's Love Got to Do with It,R,Biography,7.3,Angela Bassett,15000000,118,25000000,C
69880,Searching for Bobby Fischer,PG,Biography,7.4,Joe Mantegna,12000000,109,25000000,C
69939,The Good Son,R,Drama,6.4,Macaulay Culkin,17000000,87,18000000,C
70092,Romeo Is Bleeding,R,Crime,6.6,Gary Oldman,11500000,110,40000000,C
70427,The House of the Spirits,R,Drama,6.9,Jeremy Irons,40000000,140,16000000,C
70544,Untamed Heart,PG-13,Drama,6.8,Christian Slater,7500000,102,30000000,C
70571,Freaked,PG-13,Comedy,6.4,Brooke Shields,11000000,80,40000000,C
70616,Ruby in Paradise,R,Drama,7,Ashley Judd,800000,114,22000000,C
70697,Judgment Night,R,Action,6.6,Emilio Estevez,21000000,110,18000000,C
70738,Nowhere to Run,R,Action,5.7,Jean-Claude Van Damme,15000000,94,40000000,C
70878,Red Rock West,R,Crime,7,Nicolas Cage,8000000,98,25000000,C
70886,The Program,R,Action,6.5,James Caan,15000000,112,20000000,C
71397,The Adventures of Huck Finn,PG,Adventure,6.2,Elijah Wood,6500000,108,20000000,C
71542,My Life,PG-13,Drama,6.8,Michael Keaton,15000000,117,40000000,C
71664,Calendar Girl,PG-13,Comedy,5.1,Jason Priestley,13000000,90,16000000,C
71717,Indian Summer,PG-13,Comedy,6.6,Alan Arkin,9000000,97,15000000,C
71874,Even Cowgirls Get the Blues,R,Comedy,4.4,Uma Thurman,8000000,106,45000000,C
71961,Mr. Nanny,PG,Action,3.8,Hulk Hogan,10000000,84,25000000,C
72023,Dangerous Game,R,Drama,5.6,Harvey Keitel,10000000,108,45000000,C
72138,A Home of Our Own,PG,Biography,7.1,Kathy Bates,12000000,104,32000000,C
72651,Mr. Wonderful,PG-13,Comedy,5.9,Matt Dillon,13000000,98,40000000,C
72748,Son of the Pink Panther,PG,Comedy,3.9,Roberto Benigni,25000000,93,15000000,C
72763,"Bodies, Rest & Motion",R,Drama,5.7,Phoebe Cates,2500000,95,35000000,C
73003,Philadelphia Experiment II,PG-13,Action,4.5,Brad Johnson,5000000,97,15000000,C
73896,Street Fighter,PG-13,Action,4,Jean-Claude Van Damme,35000000,102,40000000,C
74183,Angels in the Outfield,PG,Comedy,6.2,Danny Glover,24000000,102,40000000,C
74201,In the Mouth of Madness,R,Drama,7.2,Sam Neill,8000000,95,18000000,C
74209,Richie Rich,PG,Comedy,5.4,Macaulay Culkin,40000000,95,18000000,C
74247,Reality Bites,PG-13,Comedy,6.6,Winona Ryder,11500000,99,18000000,C
74686,North,PG,Adventure,4.5,Elijah Wood,40000000,87,20000000,C
74732,Muriel's Wedding,R,Comedy,7.2,Toni Collette,9000000,106,18000000,C
74810,It Could Happen to You,PG,Comedy,6.4,Nicolas Cage,20000000,101,25000000,C
75277,Timecop,R,Action,5.9,Jean-Claude Van Damme,27000000,99,40000000,C
75384,The Pagemaster,G,Animation,6.1,Macaulay Culkin,27000000,80,18000000,C
75430,Serial Mom,R,Comedy,6.8,Kathleen Turner,13000000,95,20000000,C
75769,Blue Sky,PG-13,Drama,6.4,Jessica Lange,16000000,101,15000000,C
75794,Quiz Show,PG-13,Biography,7.5,Ralph Fiennes,31000000,133,30000000,C
75805,Surviving the Game,R,Action,6.2,Rutger Hauer,7400000,96,16000000,C
76098,Clifford,PG,Comedy,5.5,Martin Short,19000000,90,40000000,C
76189,PCU,PG-13,Comedy,6.6,Jeremy Piven,8000000,79,30000000,C
76388,On Deadly Ground,R,Action,4.6,Steven Seagal,50000000,101,16000000,C
77178,No Escape,R,Action,6.1,Ray Liotta,20000000,118,14000000,C
77734,The Ref,R,Comedy,6.9,Denis Leary,11000000,96,30000000,C
77863,The Paper,R,Comedy,6.6,Michael Keaton,6000000,112,40000000,C
78321,The Air Up There,PG,Comedy,5.5,Kevin Bacon,17080000,107,45000000,C
78431,Blankman,PG-13,Action,5,Damon Wayans,30000000,92,35000000,C
78710,Getting Even with Dad,PG,Comedy,4.8,Macaulay Culkin,30000000,109,18000000,C
78770,Clueless,PG-13,Comedy,6.8,Alicia Silverstone,12000000,97,20000000,C
78949,Batman Forever,PG-13,Action,5.4,Val Kilmer,100000000,121,25000000,C
79195,Leaving Las Vegas,R,Drama,7.5,Nicolas Cage,3600000,111,25000000,C
79398,Species,R,Action,5.8,Natasha Henstridge,35000000,108,14500000,C
79489,Hackers,PG-13,Comedy,6.2,Jonny Lee Miller,20000000,105,14000000,C
79505,Casper,PG,Comedy,6.1,Bill Pullman,50000000,100,18000000,C
79975,Strange Days,R,Action,7.2,Ralph Fiennes,42000000,145,30000000,C
79992,Cutthroat Island,PG-13,Action,5.7,Geena Davis,98000000,124,30000000,C
80012,The City of Lost Children,R,Fantasy,7.5,Ron Perlman,18000000,112,15000000,C
80209,Under Siege 2: Dark Territory,R,Action,5.5,Steven Seagal,60000000,100,16000000,C
80314,Jade,R,Crime,5.3,David Caruso,50000000,95,35000000,C
80364,The Big Green,PG,Comedy,5.6,Steve Guttenberg,12000000,100,14000000,C
80683,How to Make an American Quilt,PG-13,Comedy,6.3,Winona Ryder,10000000,117,18000000,C
80700,Tales from the Crypt: Demon Knight,R,Action,6.7,Billy Zane,13000000,92,20000000,C
80763,Living in Oblivion,R,Comedy,7.5,Steve Buscemi,500000,90,35000000,C
80771,Dracula: Dead and Loving It,PG-13,Comedy,5.9,Leslie Nielsen,30000000,88,20000000,C
81120,Hideaway,R,Fantasy,5.3,Jeff Goldblum,15000000,106,40000000,C
81741,Things to Do in Denver When You're Dead,R,Crime,6.8,Andy Garcia,7000000,115,20000000,C
82173,Canadian Bacon,PG,Comedy,5.9,John Candy,11000000,91,15000000,C
82310,Othello,R,Drama,6.9,Laurence Fishburne,11000000,123,30000000,C
82416,Clockers,R,Crime,6.9,Harvey Keitel,25000000,128,45000000,C
82424,Smoke,R,Comedy,7.4,Harvey Keitel,7000000,112,45000000,C
82649,Tall Tale,PG,Adventure,5.9,Patrick Swayze,32000000,96,40000000,C
82667,Kiss of Death,R,Crime,5.9,David Caruso,40000000,101,35000000,C
82829,Home for the Holidays,PG-13,Comedy,6.6,Holly Hunter,20000000,103,14000000,C
83775,My Family,R,Drama,7.3,Jimmy Smits,5500000,128,15000000,C
84159,Blue in the Face,R,Comedy,6.7,Harvey Keitel,2000000,83,45000000,C
84359,Losing Isaiah,R,Drama,6.4,Jessica Lange,17000000,111,15000000,C
84384,The Pebble and the Penguin,G,Animation,5.6,Martin Short,28000000,74,40000000,C
84843,Three Wishes,PG,Drama,6.1,Patrick Swayze,10000000,115,40000000,C
85013,Beyond Rangoon,R,Action,6.6,Patricia Arquette,23000000,100,24000000,C
85190,From Dusk Till Dawn,R,Action,7.2,Harvey Keitel,19000000,108,45000000,C
85371,Crash,NC-17,Drama,6.4,James Spader,9000000,100,20000000,C
85697,The English Patient,R,Drama,7.4,Ralph Fiennes,27000000,162,30000000,C
85705,The Long Kiss Goodnight,R,Action,6.8,Geena Davis,65000000,121,30000000,C
85946,Stealing Beauty,R,Drama,6.6,Jeremy Irons,10000000,118,16000000,C
85954,Bound,R,Crime,7.3,Jennifer Tilly,4500000,109,25000000,C
86237,Sling Blade,R,Drama,8,Billy Bob Thornton,1000000,135,45000000,C
86597,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,Comedy,6.6,Shawn Wayans,3800000,89,30000000,C
86650,Big Night,R,Drama,7.3,Tony Shalhoub,4100000,109,30000000,C
86750,DragonHeart,PG-13,Action,6.5,Dennis Quaid,57000000,103,30000000,C
86780,Bio-Dome,PG-13,Comedy,4.4,Pauly Shore,15000000,88,30000000,C
87837,Fly Away Home,PG,Adventure,6.8,Jeff Daniels,22000000,107,45000000,C
87899,The Phantom,PG,Action,5,Billy Zane,45000000,100,20000000,C
88152,Trees Lounge,R,Comedy,7.1,Steve Buscemi,1300000,95,35000000,C
88345,She's the One,R,Comedy,6,Edward Burns,3500000,96,40000000,C
88378,Shine,PG-13,Biography,7.7,Geoffrey Rush,5500000,105,40000000,C
88739,Maximum Risk,R,Action,5.5,Jean-Claude Van Damme,25000000,101,40000000,C
88882,Flipper,PG,Adventure,5.3,Paul Hogan,25530000,95,20000000,C
88962,Spy Hard,PG-13,Action,5.4,Leslie Nielsen,18000000,81,20000000,C
89115,Multiplicity,PG-13,Comedy,6.1,Michael Keaton,45000000,117,40000000,C
89306,The Quest,PG-13,Action,5.6,Jean-Claude Van Damme,30000000,95,40000000,C
89494,The Chamber,R,Crime,6,Chris O'Donnell,50000000,113,25000000,C
89579,Bulletproof,R,Action,5.8,Damon Wayans,25000000,84,35000000,C
89710,The Glimmer Man,R,Action,5.4,Steven Seagal,45000000,91,16000000,C
89782,Joe's Apartment,PG-13,Comedy,5.5,Jerry O'Connell,13000000,80,20000000,C
90180,Bad Moon,R,Horror,5.8,Mariel Hemingway,7000000,80,14000000,C
90204,Carpool,PG,Comedy,5,Tom Arnold,17000000,89,30000000,C
90380,Citizen Ruth,R,Comedy,7,Laura Dern,3000000,106,20000000,C
90478,The Whole Wide World,PG,Biography,7.1,Vincent D'Onofrio,1300000,111,14000000,C
90487,Dear God,PG,Comedy,5.4,Greg Kinnear,22000000,112,20000000,C
90816,My Fellow Americans,PG-13,Adventure,6.5,Jack Lemmon,21500000,101,25000000,C
91015,The Stupids,PG,Adventure,4.2,Tom Arnold,25000000,94,30000000,C
91481,Fled,R,Action,5.4,Laurence Fishburne,25000000,98,30000000,C
91573,Unforgettable,R,Drama,6,Ray Liotta,18000000,117,14000000,C
92564,Lolita,R,Drama,6.9,Jeremy Irons,62000000,137,16000000,C
92667,Con Air,R,Action,6.9,Nicolas Cage,75000000,115,25000000,C
92710,Life Is Beautiful,PG-13,Comedy,8.6,Roberto Benigni,20000000,116,15000000,C
92957,Event Horizon,R,Horror,6.7,Laurence Fishburne,60000000,96,30000000,C
92975,The Lost World: Jurassic Park,PG-13,Action,6.6,Jeff Goldblum,73000000,129,40000000,C
93085,I Know What You Did Last Summer,R,Horror,5.7,Jennifer Love Hewitt,17000000,101,22000000,C
93178,George of the Jungle,PG,Action,5.5,Brendan Fraser,55000000,92,20000000,C
93576,The Saint,PG-13,Action,6.2,Val Kilmer,68000000,116,25000000,C
93657,Lost Highway,R,Mystery,7.6,Bill Pullman,15000000,134,18000000,C
93736,In & Out,PG-13,Comedy,6.4,Kevin Kline,35000000,90,35000000,C
93779,Wilde,R,Biography,6.9,Stephen Fry,10000000,118,30000000,C
94140,Mimic,R,Horror,6,Mira Sorvino,30000000,105,16000000,C
94481,Mousehunt,PG,Comedy,6.5,Nathan Lane,38000000,98,18000000,C
94624,The Ice Storm,R,Drama,7.4,Kevin Kline,18000000,112,35000000,C
94632,Soul Food,R,Comedy,7,Vanessa Williams,7500000,115,25000000,C
94657,Double Team,R,Action,4.8,Jean-Claude Van Damme,30000000,93,40000000,C
95217,Switchback,R,Crime,6.4,Danny Glover,37000000,118,40000000,C
95396,Fire Down Below,R,Action,5.1,Steven Seagal,60000000,105,16000000,C
95432,The Opposite of Sex,R,Comedy,6.4,Christina Ricci,5000000,105,18000000,C
95934,Hoodlum,R,Crime,6.3,Laurence Fishburne,30000000,130,30000000,C
95948,Excess Baggage,PG-13,Action,5.4,Alicia Silverstone,20000000,101,20000000,C
96008,The Beautician and the Beast,PG,Comedy,5.5,Fran Drescher,16000000,105,25000000,C
96031,City of Industry,R,Crime,6.1,Harvey Keitel,8000000,97,45000000,C
96681,The Pest,PG-13,Comedy,5,John Leguizamo,8000000,84,25000000,C
97044,Ulee's Gold,R,Drama,7,Peter Fonda,2700000,113,40000000,C
97070,Turbulence,R,Action,4.9,Ray Liotta,55000000,100,14000000,C
97368,Mr. Magoo,PG,Adventure,4,Leslie Nielsen,30000000,87,20000000,C
97385,Lawn Dogs,R,Drama,7.5,Sam Rockwell,8000000,101,30000000,C
97453,A Simple Wish,PG,Comedy,5.4,Martin Short,28000000,89,40000000,C
97491,The Last Time I Committed Suicide,R,Biography,5.6,Thomas Jane,4000000,92,16000000,C
97499,Out to Sea,PG-13,Comedy,6.1,Jack Lemmon,33000000,106,25000000,C
97641,The Sixth Man,PG-13,Comedy,5.7,Marlon Wayans,11000000,107,40000000,C
97944,In the Company of Men,R,Comedy,7.2,Aaron Eckhart,25000,97,16000000,C
97984,McHale's Navy,PG,Action,4.6,Tom Arnold,31190000,108,30000000,C
98173,Wild Things,R,Crime,6.5,Kevin Bacon,20000000,108,45000000,C
98355,The Faculty,R,Horror,6.5,Jordana Brewster,15000000,104,25000000,C
98568,Rushmore,R,Comedy,7.7,Jason Schwartzman,9000000,93,25000000,C
98768,Can't Hardly Wait,PG-13,Comedy,6.5,Jennifer Love Hewitt,10000000,100,22000000,C
98776,Small Soldiers,PG-13,Action,6.2,Kirsten Dunst,40000000,110,25000000,C
98789,Snake Eyes,R,Crime,6,Nicolas Cage,73000000,98,25000000,C
98821,The Prince of Egypt,PG,Animation,7.1,Val Kilmer,70000000,99,25000000,C
98849,Blast from the Past,PG-13,Comedy,6.6,Brendan Fraser,35000000,112,20000000,C
99162,Lost in Space,PG-13,Action,5.2,Gary Oldman,80000000,130,40000000,C
99201,Bride of Chucky,R,Comedy,5.4,Jennifer Tilly,25000000,89,25000000,C
99482,54,R,Drama,5.8,Ryan Phillippe,13000000,93,30000000,C
99620,City of Angels,PG-13,Drama,6.7,Nicolas Cage,55000000,114,25000000,C
99774,A Simple Plan,R,Crime,7.5,Bill Paxton,30000000,121,40000000,C
100087,The Avengers,PG-13,Action,3.8,Ralph Fiennes,60000000,89,30000000,C
100163,I Still Know What You Did Last Summer,R,Horror,4.7,Jennifer Love Hewitt,65000000,100,22000000,C
100693,Very Bad Things,R,Comedy,6.3,Christian Slater,30000000,100,30000000,C
100821,Mighty Joe Young,PG,Action,5.7,Bill Paxton,90000000,114,40000000,C
101746,Jack Frost,PG,Comedy,5.4,Michael Keaton,85000000,101,40000000,C
101785,Hush,PG-13,Drama,5.5,Jessica Lange,21000000,96,15000000,C
102091,How Stella Got Her Groove Back,R,Comedy,5.7,Angela Bassett,20000000,124,25000000,C
102146,Playing by Heart,R,Comedy,7,Gillian Anderson,20000000,121,40000000,C
102204,Senseless,R,Comedy,6.1,Marlon Wayans,15000000,93,40000000,C
102240,Black Dog,PG-13,Action,5.4,Patrick Swayze,30000000,89,40000000,C
102431,Desperate Measures,R,Action,6.1,Michael Keaton,50000000,100,40000000,C
102790,Firestorm,R,Action,4.8,Howie Long,19000000,89,16000000,C
103002,Meet the Deedles,PG,Comedy,4.1,Paul Walker,24000000,93,25000000,C
103019,Savior,R,Drama,7.3,Dennis Quaid,10000000,103,30000000,C
103217,Knock Off,R,Action,4.9,Jean-Claude Van Damme,30000000,91,40000000,C
